Fecha,Sexo,Edad,Pasos diarios,Calorías quemadas,Horas de sueño,Calidad del sueño,Frecuencia cardíaca promedio,Nivel de estrés,Estado de ánimo
2024-02-21,Masculino,45,6500,2087,8.1,2,60,2,Feliz
2024-03-30,Femenino,52,12239,2410,7.1,2,72,10,Neutral
2024-05-08,Femenino,32,4910,2736,7.8,1,66,8,Feliz
2024-03-03,Femenino,56,11087,2660,7.6,1,70,2,Neutral
2024-05-20,Masculino,54,11852,3230,5.6,1,93,7,Neutral
2024-03-24,Femenino,43,5811,2490,8.6,4,61,3,Relajado
2024-05-26,Femenino,22,7167,2249,5.8,5,87,2,Neutral
2024-04-08,Masculino,37,11605,2534,7.6,2,67,6,Relajado
2024-04-09,Masculino,50,14515,3326,8.8,5,86,7,Neutral
2024-01-12,Femenino,53,7557,3308,6.6,1,94,3,Relajado
2024-01-04,Femenino,48,3216,2815,4.8,5,61,7,Neutral
2024-05-15,Masculino,28,12738,2091,6.1,2,61,6,Relajado
2024-04-04,Masculino,23,14499,2181,5.8,1,87,2,Estresado
2024-06-18,Femenino,25,9023,2152,6.1,1,74,4,Relajado
2024-01-28,Femenino,24,3577,2252,8.4,2,89,3,Neutral
2024-02-22,Masculino,46,6569,2562,8.2,4,86,10,Feliz
2024-06-07,Femenino,33,12273,2265,7.4,5,78,10,Feliz
2024-03-10,Femenino,26,8682,2897,5.8,4,88,4,Feliz
2024-04-06,Femenino,59,12925,2351,5.3,1,78,1,Relajado
2024-03-05,Femenino,63,6368,1930,4.8,2,76,2,Feliz
2024-05-31,Masculino,64,13331,2139,8.9,5,72,7,Estresado
2024-04-03,Femenino,22,7622,2275,9.0,1,69,9,Neutral
2024-04-02,Masculino,46,8212,2459,7.6,5,76,3,Relajado
2024-04-30,Masculino,58,14967,2165,6.2,1,83,3,Neutral
2024-06-27,Femenino,21,9153,2508,5.4,4,99,7,Estresado
2024-04-26,Femenino,35,4539,1808,6.4,5,68,3,Estresado
2024-02-03,Femenino,21,9491,2021,7.6,4,64,4,Neutral
2024-01-25,Masculino,36,3691,1981,5.6,1,62,10,Estresado
2024-03-27,Masculino,35,11466,3187,4.4,5,85,9,Feliz
2024-05-16,Masculino,53,4480,2176,5.4,3,77,2,Neutral
2024-01-31,Femenino,18,3469,2089,4.8,1,91,5,Estresado
2024-05-16,Femenino,44,10389,2856,5.0,3,64,6,Estresado
2024-04-02,Masculino,47,8174,2921,4.1,2,88,2,Feliz
2024-04-04,Femenino,57,4948,3031,4.4,2,84,6,Neutral
2024-04-15,Masculino,35,4071,2569,5.6,5,84,6,Neutral
2024-04-19,Masculino,40,7731,2525,8.6,5,70,3,Feliz
2024-02-16,Masculino,26,6936,2239,4.0,2,62,3,Neutral
2024-03-27,Masculino,41,7537,2194,8.7,4,63,6,Estresado
2024-04-07,Masculino,51,7391,2056,5.0,4,72,7,Estresado
2024-06-05,Masculino,47,7462,3152,7.5,4,75,10,Feliz
2024-05-26,Femenino,39,4944,2410,4.1,1,89,10,Neutral
2024-01-08,Masculino,43,4112,2490,8.1,4,93,4,Relajado
2024-01-03,Femenino,23,13421,3287,7.9,2,73,5,Neutral
2024-06-27,Femenino,46,4740,2477,5.2,4,67,9,Feliz
2024-01-26,Masculino,53,5629,3275,7.2,1,73,9,Neutral
2024-03-02,Masculino,55,13559,2568,7.5,1,67,9,Feliz
2024-01-17,Femenino,49,3006,2699,6.7,5,66,6,Relajado
2024-02-18,Femenino,19,3109,3319,4.5,1,62,9,Feliz
2024-01-12,Femenino,21,5323,2116,4.1,5,86,3,Estresado
2024-06-20,Masculino,62,6420,3411,8.3,3,79,3,Feliz
2024-02-05,Masculino,55,9420,3082,6.6,4,91,3,Estresado
2024-04-12,Femenino,52,8253,2632,5.5,2,90,2,Neutral
2024-01-28,Femenino,61,12653,3362,5.5,1,94,1,Neutral
2024-05-12,Masculino,41,9509,3209,4.2,5,65,2,Feliz
2024-04-18,Masculino,27,12641,2165,4.9,1,66,8,Estresado
2024-02-22,Masculino,18,5507,2677,5.8,5,82,10,Feliz
2024-02-26,Masculino,62,13069,2711,4.4,1,82,6,Relajado
2024-04-28,Masculino,20,14642,3241,5.8,2,76,6,Neutral
2024-02-22,Masculino,41,6496,2554,7.4,2,84,2,Feliz
2024-05-14,Femenino,38,11250,3169,7.9,1,86,2,Estresado
2024-02-02,Femenino,31,9883,2991,5.8,5,81,5,Feliz
2024-04-18,Masculino,35,8093,2312,8.8,3,99,9,Estresado
2024-04-05,Masculino,36,8493,2196,6.2,4,67,8,Estresado
2024-03-26,Femenino,31,13653,2347,7.4,5,65,1,Neutral
2024-04-30,Masculino,63,10454,3345,5.4,4,89,5,Feliz
2024-06-14,Femenino,28,11746,2332,9.0,2,80,1,Neutral
2024-04-10,Masculino,48,9797,3434,5.3,2,78,2,Feliz
2024-05-06,Femenino,44,5625,3390,8.0,4,78,1,Estresado
2024-01-12,Femenino,23,12517,3033,8.0,1,90,4,Estresado
2024-05-26,Femenino,49,11638,3293,5.7,4,69,7,Neutral
2024-01-29,Masculino,56,7837,1956,8.8,2,80,9,Neutral
2024-03-18,Masculino,26,4135,2233,6.7,5,97,5,Relajado
2024-05-27,Masculino,18,4188,3442,5.8,4,81,4,Feliz
2024-04-09,Masculino,42,4462,1951,4.4,3,81,4,Relajado
2024-05-17,Masculino,26,13010,2044,7.1,3,63,7,Relajado
2024-06-01,Femenino,19,9153,2252,5.2,4,65,2,Neutral
2024-02-27,Femenino,60,4489,1856,8.6,5,82,2,Estresado
2024-05-10,Femenino,53,3198,2518,4.2,1,70,9,Estresado
2024-04-13,Masculino,55,6993,2526,6.2,4,71,9,Neutral
2024-06-19,Femenino,28,4291,3257,4.3,5,90,1,Feliz
2024-06-16,Femenino,48,10392,3268,4.1,1,60,2,Neutral
2024-04-27,Masculino,50,6700,2157,6.1,2,62,3,Neutral
2024-02-12,Masculino,19,14549,2916,5.4,2,91,6,Neutral
2024-05-15,Femenino,47,14360,2204,5.1,2,81,9,Estresado
2024-04-01,Masculino,59,8325,3199,6.9,5,81,6,Feliz
2024-01-10,Masculino,35,10272,3028,8.8,3,95,4,Feliz
2024-03-26,Femenino,49,3780,3478,5.9,3,79,2,Relajado
2024-05-15,Masculino,19,6438,2667,6.0,4,66,1,Neutral
2024-01-31,Masculino,64,7996,2563,6.9,5,83,2,Feliz
2024-03-21,Femenino,58,6006,2304,4.2,5,86,1,Feliz
2024-04-18,Femenino,36,13250,2973,7.6,3,64,1,Feliz
2024-05-20,Femenino,47,12458,2820,8.5,5,91,8,Relajado
2024-01-15,Masculino,42,5113,2529,4.1,4,66,5,Feliz
2024-05-04,Masculino,39,14752,3436,7.6,5,75,1,Estresado
2024-03-05,Masculino,61,5365,2325,5.4,3,71,10,Relajado
2024-04-20,Femenino,18,11013,3030,4.4,5,81,6,Neutral
2024-02-25,Masculino,23,4202,2772,5.0,2,68,1,Estresado
2024-01-07,Masculino,44,8010,2445,8.3,3,63,10,Estresado
2024-05-08,Femenino,60,12052,2881,5.6,3,93,10,Feliz
2024-05-17,Femenino,25,11412,3376,7.6,2,65,9,Feliz
2024-04-17,Femenino,53,4419,2659,6.0,3,65,3,Feliz
2024-03-16,Femenino,44,7814,2081,5.0,5,66,5,Feliz
2024-04-14,Femenino,43,3525,3368,5.1,4,71,1,Feliz
2024-04-03,Femenino,56,5913,3285,6.5,2,86,2,Feliz
2024-04-19,Masculino,57,14511,2597,4.3,4,93,6,Estresado
2024-04-12,Masculino,42,3347,2234,7.5,2,76,10,Estresado
2024-03-25,Masculino,25,8281,3208,6.3,5,90,7,Neutral
2024-03-28,Femenino,43,8987,3457,5.2,4,68,3,Relajado
2024-05-29,Masculino,40,10820,2842,4.6,4,92,4,Feliz
2024-01-27,Femenino,58,4447,2878,4.9,2,84,5,Relajado
2024-01-14,Femenino,22,6785,2403,5.3,5,77,3,Estresado
2024-01-26,Femenino,64,8632,2032,6.5,5,76,2,Feliz
2024-02-04,Masculino,64,13820,3026,4.3,2,67,8,Feliz
2024-06-07,Femenino,42,4321,3118,4.2,5,92,5,Feliz
2024-01-13,Masculino,62,5884,2820,7.6,1,92,6,Neutral
2024-06-17,Masculino,19,6817,3008,8.9,5,67,4,Estresado
2024-01-14,Femenino,18,10558,2281,5.0,1,74,10,Relajado
2024-01-24,Femenino,19,13112,2593,4.2,1,86,2,Relajado
2024-04-23,Masculino,63,6007,1930,7.0,4,64,1,Feliz
2024-01-09,Femenino,39,12826,2073,4.5,3,98,2,Neutral
2024-02-29,Femenino,37,14871,3397,7.3,2,70,10,Relajado
2024-06-18,Femenino,56,14464,2395,4.4,1,78,6,Neutral
2024-06-15,Masculino,56,4518,2102,4.5,1,86,10,Neutral
2024-03-04,Masculino,30,4455,3485,7.7,1,82,2,Relajado
2024-03-26,Femenino,31,7284,2898,7.7,4,65,4,Relajado
2024-01-13,Femenino,51,5497,1805,7.3,2,86,7,Estresado
2024-05-19,Femenino,51,7589,2243,5.1,1,66,7,Relajado
2024-05-06,Femenino,48,3766,2053,8.4,5,60,2,Estresado
2024-05-23,Masculino,42,12203,2252,7.5,1,61,4,Feliz
2024-05-13,Masculino,35,14841,2349,5.8,5,97,3,Relajado
2024-05-03,Masculino,31,11764,3428,8.2,3,94,8,Neutral
2024-05-06,Masculino,28,9398,1931,8.0,3,81,4,Relajado
2024-05-06,Masculino,55,5319,2005,8.8,1,64,7,Estresado
2024-01-06,Masculino,37,11001,2187,8.5,4,90,1,Estresado
2024-03-30,Masculino,46,3133,3434,5.6,1,92,10,Neutral
2024-05-13,Masculino,63,6581,2574,8.9,3,85,7,Estresado
2024-05-20,Femenino,57,11370,1935,5.3,2,96,8,Relajado
2024-06-06,Masculino,58,3945,3056,7.0,4,79,10,Neutral
2024-03-09,Masculino,44,12753,2808,4.0,2,80,7,Estresado
2024-02-02,Femenino,53,14992,2089,6.1,2,94,1,Estresado
2024-03-28,Femenino,44,12396,2384,5.2,2,84,4,Estresado
2024-03-15,Masculino,18,5781,2803,6.2,2,72,8,Neutral
2024-06-18,Femenino,60,13972,3480,6.4,3,94,1,Neutral
2024-06-10,Femenino,47,5314,2569,6.3,3,64,8,Relajado
2024-06-25,Femenino,19,7785,1826,8.3,3,89,2,Neutral
2024-06-02,Masculino,28,5833,3430,6.8,5,92,2,Feliz
2024-01-28,Masculino,56,10835,2793,6.9,4,96,7,Feliz
2024-06-20,Femenino,41,5258,1919,7.7,5,77,10,Neutral
2024-01-18,Femenino,59,4854,2765,8.9,3,94,2,Feliz
2024-04-29,Femenino,59,11629,3146,7.8,5,89,5,Feliz
2024-05-13,Femenino,18,7314,3414,4.5,2,71,2,Neutral
2024-06-20,Femenino,62,14615,2317,4.3,5,92,8,Relajado
2024-03-09,Femenino,50,11484,3135,5.0,1,63,8,Neutral
2024-03-26,Femenino,36,13230,2558,8.8,4,98,9,Neutral
2024-01-23,Masculino,50,9918,3034,4.3,1,64,2,Neutral
2024-02-01,Femenino,41,10833,3066,7.2,5,73,9,Feliz
2024-02-04,Femenino,19,5439,3084,5.5,4,65,8,Neutral
2024-03-06,Masculino,31,3251,3370,5.6,2,74,6,Estresado
2024-04-17,Femenino,62,6143,3458,5.1,5,96,3,Neutral
2024-01-17,Femenino,49,13722,2112,8.2,4,65,5,Feliz
2024-05-15,Femenino,18,7617,3466,8.5,4,66,4,Feliz
2024-02-12,Masculino,28,12430,2108,7.7,4,92,5,Estresado
2024-05-03,Masculino,34,10828,3273,5.1,4,90,1,Estresado
2024-01-19,Masculino,60,10834,3000,4.8,4,83,9,Feliz
2024-04-07,Masculino,30,14767,2575,4.2,4,72,1,Neutral
2024-04-07,Femenino,47,12437,2598,8.8,5,89,2,Relajado
2024-05-17,Masculino,58,6029,2887,4.7,1,77,6,Neutral
2024-06-18,Femenino,47,7411,2990,7.6,4,99,9,Estresado
2024-04-19,Femenino,53,13505,2749,5.6,2,63,8,Relajado
2024-03-15,Femenino,30,10657,2497,6.5,3,95,6,Estresado
2024-03-21,Masculino,48,5567,3078,6.1,2,67,6,Estresado
2024-01-08,Masculino,25,3229,3077,5.4,1,91,8,Estresado
2024-06-17,Masculino,21,9777,3324,4.9,5,60,5,Neutral
2024-06-14,Femenino,40,3494,2355,8.5,5,98,4,Feliz
2024-02-14,Masculino,52,3638,2509,6.1,4,93,5,Neutral
2024-03-05,Masculino,20,7458,2637,8.6,2,82,5,Neutral
2024-04-16,Masculino,53,4808,2951,8.2,1,85,6,Estresado
2024-06-04,Masculino,32,12298,2856,6.3,1,91,2,Estresado
2024-02-12,Femenino,58,10756,2267,4.0,5,83,1,Relajado
2024-03-16,Femenino,54,12955,2763,7.2,5,98,3,Relajado
2024-03-02,Masculino,37,6448,1806,8.7,5,73,10,Estresado
2024-04-10,Masculino,53,9849,2059,6.4,2,77,2,Neutral
2024-06-24,Femenino,46,14180,2379,4.2,1,81,9,Relajado
2024-01-08,Femenino,53,11070,2118,8.6,1,92,7,Neutral
2024-01-26,Femenino,27,9030,3393,4.5,2,74,5,Feliz
2024-03-22,Masculino,55,6903,1950,4.8,2,82,5,Feliz
2024-02-28,Masculino,57,8926,2858,7.3,5,71,9,Relajado
2024-05-29,Masculino,54,6108,2247,5.6,1,94,3,Neutral
2024-06-08,Masculino,30,8857,2392,4.1,1,72,1,Relajado
2024-02-27,Masculino,36,3693,1946,8.4,1,82,8,Feliz
2024-03-10,Femenino,37,7781,1925,4.1,1,68,8,Estresado
2024-06-21,Masculino,64,10086,3185,6.5,4,89,3,Relajado
2024-03-24,Femenino,35,6112,3184,8.0,1,83,3,Neutral
2024-03-02,Masculino,25,4409,2260,5.2,4,80,5,Feliz
2024-01-14,Masculino,40,4852,2912,8.8,1,90,9,Relajado
2024-05-03,Femenino,48,4184,3225,4.8,2,93,4,Neutral
2024-03-30,Masculino,52,14020,2924,5.4,1,62,7,Estresado
2024-01-29,Femenino,39,3874,3483,5.8,1,76,9,Estresado
2024-05-27,Masculino,31,6959,3007,6.8,3,78,7,Estresado
2024-05-04,Femenino,53,4489,3075,5.1,4,97,8,Neutral
2024-03-07,Masculino,19,13711,2746,8.5,2,82,8,Relajado
2024-06-27,Femenino,51,9156,3009,7.0,1,81,10,Neutral
2024-05-28,Femenino,44,4255,3029,5.9,5,81,7,Feliz
2024-01-20,Masculino,27,12749,2185,5.9,1,72,10,Feliz
2024-05-01,Femenino,58,12956,3265,6.7,4,61,5,Relajado
2024-01-07,Masculino,49,6949,2108,4.5,1,80,4,Estresado
2024-03-29,Masculino,64,9420,2128,7.3,2,91,1,Feliz
2024-02-29,Masculino,22,4849,2025,6.4,1,67,8,Neutral
2024-03-24,Femenino,31,8304,2154,6.5,5,76,3,Estresado
2024-03-20,Femenino,63,13754,2035,7.0,5,82,9,Relajado
2024-05-28,Femenino,19,11387,1821,8.6,3,77,7,Neutral
2024-05-30,Femenino,19,11755,2746,8.9,1,68,9,Neutral
2024-06-12,Masculino,48,5660,2654,9.0,1,77,6,Estresado
2024-05-04,Femenino,43,6120,3375,7.2,2,86,5,Relajado
2024-05-11,Masculino,39,14299,1946,7.2,4,69,6,Estresado
2024-06-27,Femenino,25,3914,3030,5.5,1,87,8,Estresado
2024-01-25,Femenino,49,8483,3305,6.0,1,83,9,Relajado
2024-02-13,Masculino,59,3256,2078,8.7,2,60,10,Relajado
2024-01-25,Masculino,18,6869,3363,6.6,2,63,4,Neutral
2024-04-21,Femenino,57,11472,2560,6.8,5,99,10,Relajado
2024-01-27,Femenino,30,8420,2906,7.4,2,92,5,Relajado
2024-06-05,Masculino,25,8119,3093,6.7,4,67,10,Feliz
2024-02-20,Masculino,28,14232,3460,6.8,4,71,2,Estresado
2024-02-26,Femenino,60,4076,2120,4.5,1,83,3,Relajado
2024-02-01,Femenino,62,14863,2492,4.2,3,79,7,Estresado
2024-05-23,Masculino,30,11416,2309,4.6,4,89,1,Neutral
2024-04-03,Masculino,53,8165,3465,8.0,5,99,1,Feliz
2024-03-12,Masculino,48,13667,2304,4.8,3,74,5,Neutral
2024-03-16,Femenino,42,5383,2441,8.3,5,65,5,Estresado
2024-01-01,Masculino,25,8334,1974,7.0,4,70,1,Neutral
2024-06-02,Masculino,63,9542,2844,7.5,3,81,10,Neutral
2024-03-04,Femenino,31,6337,1844,5.1,3,89,3,Feliz
2024-05-27,Masculino,64,8713,2740,5.0,4,94,7,Relajado
2024-06-26,Masculino,25,14940,3383,5.8,1,61,3,Estresado
2024-03-13,Femenino,51,13170,3438,8.6,3,79,3,Estresado
2024-01-30,Masculino,31,10373,3078,4.6,1,83,5,Feliz
2024-06-03,Masculino,20,7032,2255,8.4,1,88,4,Neutral
2024-04-18,Femenino,27,13485,2484,5.9,4,75,3,Feliz
2024-04-08,Femenino,39,6582,3224,5.0,1,95,1,Relajado
2024-01-20,Masculino,63,4728,3471,7.0,5,80,7,Feliz
2024-05-20,Femenino,20,11506,2340,8.0,5,93,6,Neutral
2024-02-05,Masculino,56,4480,1975,4.6,1,64,1,Relajado
2024-04-28,Femenino,42,5967,3347,6.7,5,67,10,Estresado
2024-06-21,Femenino,42,9476,2961,5.2,5,80,1,Neutral
2024-02-04,Masculino,59,6195,2697,8.6,1,72,3,Neutral
2024-01-27,Masculino,41,13888,3251,7.4,3,67,10,Feliz
2024-06-13,Masculino,23,6473,2184,7.1,3,65,3,Estresado
2024-01-11,Masculino,25,8816,2542,5.3,3,66,10,Neutral
2024-02-23,Femenino,56,5409,2016,5.5,2,64,3,Estresado
2024-06-08,Masculino,56,13309,2404,4.9,1,83,3,Neutral
2024-04-03,Masculino,63,12740,2766,8.3,5,80,2,Relajado
2024-05-29,Femenino,58,14291,2386,4.3,2,80,8,Relajado
2024-05-30,Masculino,57,11121,1871,5.5,1,82,9,Neutral
2024-03-12,Femenino,55,6621,3486,6.3,3,97,6,Neutral
2024-05-03,Femenino,19,9678,3277,5.2,1,94,7,Feliz
2024-04-03,Masculino,28,10531,2925,4.2,4,96,8,Feliz
2024-02-09,Masculino,37,7376,2957,8.6,1,72,10,Feliz
2024-01-10,Masculino,29,10657,2986,6.6,5,65,7,Neutral
2024-03-30,Femenino,45,14579,2054,8.9,1,75,3,Neutral
2024-03-04,Masculino,62,14805,2802,7.4,3,70,6,Neutral
2024-05-30,Masculino,37,7480,1977,5.4,1,68,3,Estresado
2024-03-18,Masculino,49,14947,2039,4.7,4,64,1,Feliz
2024-05-01,Femenino,59,5072,3495,6.6,4,92,1,Estresado
2024-02-06,Masculino,58,14189,3001,8.5,4,81,9,Neutral
2024-05-08,Femenino,48,13308,2090,7.1,1,99,10,Relajado
2024-06-23,Masculino,31,8647,3231,4.2,2,74,3,Estresado
2024-02-17,Femenino,51,7205,3489,5.8,4,63,6,Feliz
2024-06-01,Masculino,43,3454,3232,4.7,1,71,3,Relajado
2024-04-06,Femenino,47,9457,2185,5.7,1,64,3,Neutral
2024-06-19,Femenino,35,9570,2439,8.4,3,88,10,Relajado
2024-04-16,Masculino,42,12901,2199,4.1,2,90,7,Relajado
2024-05-01,Femenino,60,8748,2147,6.9,3,73,10,Relajado
2024-03-27,Femenino,58,7267,2227,7.6,5,80,1,Feliz
2024-06-15,Femenino,56,13817,1968,8.0,4,97,10,Feliz
2024-06-08,Masculino,63,9150,2494,4.5,3,67,9,Neutral
2024-05-04,Femenino,54,6682,2207,4.3,3,90,2,Estresado
2024-03-18,Femenino,38,8069,2109,4.6,2,97,4,Feliz
2024-04-29,Masculino,23,13521,3332,4.0,1,88,5,Relajado
2024-04-24,Femenino,27,6622,1984,5.5,4,70,8,Neutral
2024-05-02,Masculino,58,11390,2224,8.2,1,76,8,Feliz
2024-01-17,Femenino,19,4027,1857,7.9,1,79,5,Estresado
2024-04-10,Femenino,41,13213,1833,4.5,5,63,1,Neutral
2024-02-24,Masculino,56,5470,3408,4.0,1,76,4,Relajado
2024-05-18,Femenino,42,4480,3424,8.4,3,63,7,Feliz
2024-06-08,Femenino,57,12921,2373,5.2,3,69,9,Estresado
2024-02-13,Femenino,50,3345,2835,8.7,5,64,4,Neutral
2024-01-13,Masculino,26,8696,2692,4.4,2,83,5,Feliz
2024-06-14,Masculino,25,10056,2047,6.6,1,76,2,Relajado
2024-01-08,Femenino,24,7027,1941,7.8,4,60,7,Estresado
2024-04-22,Masculino,33,11967,3123,5.1,1,89,7,Estresado
2024-06-10,Femenino,48,9591,2033,7.8,4,66,7,Feliz
2024-03-10,Masculino,25,3577,2945,5.1,3,68,7,Estresado
2024-06-26,Masculino,52,7810,2481,4.2,2,96,4,Feliz
2024-02-13,Femenino,33,8221,1821,7.6,1,91,3,Neutral
2024-01-09,Femenino,46,4433,1827,6.7,1,60,6,Feliz
2024-04-09,Masculino,36,9910,2214,4.6,5,89,7,Estresado
2024-03-12,Femenino,39,4930,2969,7.3,4,69,6,Neutral
2024-05-28,Masculino,63,12025,2498,8.1,1,74,5,Estresado
2024-06-20,Femenino,50,9160,3098,6.9,5,82,3,Neutral
2024-05-08,Masculino,35,11426,2112,6.3,1,95,5,Relajado
2024-04-13,Femenino,57,11422,2722,6.8,5,96,2,Relajado
2024-01-27,Masculino,30,13375,2682,7.1,4,63,5,Feliz
2024-03-21,Masculino,19,8654,1902,5.5,3,68,1,Estresado
2024-01-01,Femenino,38,14958,2026,6.1,3,98,3,Neutral
2024-03-26,Masculino,47,12434,3144,7.6,1,84,4,Feliz
2024-04-30,Masculino,39,14301,2037,6.3,4,81,5,Estresado
2024-03-24,Masculino,51,7692,2640,6.0,1,92,9,Neutral
2024-04-25,Femenino,34,7610,3277,7.2,4,68,5,Relajado
2024-04-05,Masculino,62,9123,2525,4.5,1,76,3,Estresado
2024-04-04,Femenino,39,10019,2826,5.7,1,66,5,Neutral
2024-06-13,Femenino,57,6529,2337,4.9,2,87,2,Estresado
2024-05-27,Masculino,54,9716,1911,8.1,2,84,7,Feliz
2024-02-20,Femenino,51,11167,2009,6.9,1,67,7,Neutral
2024-06-18,Masculino,23,5690,3297,6.4,3,88,1,Feliz
2024-04-08,Masculino,58,9433,2241,4.3,2,76,3,Estresado
2024-04-13,Femenino,55,3173,2977,8.3,1,75,10,Relajado
2024-06-08,Femenino,19,6357,1948,5.1,3,94,2,Relajado
2024-05-07,Masculino,58,11673,2598,6.5,4,72,5,Neutral
2024-01-19,Masculino,58,8179,2199,4.6,1,94,7,Feliz
2024-03-01,Masculino,49,7889,2456,4.9,5,63,8,Estresado
2024-02-08,Masculino,44,3168,2811,7.9,2,75,6,Relajado
2024-02-18,Masculino,47,4139,3161,8.0,3,85,9,Feliz
2024-06-27,Femenino,26,3093,2446,6.8,2,76,8,Neutral
2024-03-16,Femenino,35,4271,2956,8.3,2,84,3,Estresado
2024-06-28,Masculino,27,6612,1863,6.7,2,76,2,Relajado
2024-02-11,Femenino,64,8492,3293,4.8,3,84,5,Estresado
2024-05-09,Femenino,61,13821,3267,4.4,2,92,9,Relajado
2024-04-09,Masculino,54,6210,3494,5.5,3,73,4,Neutral
2024-06-10,Femenino,45,5900,3017,8.6,3,84,8,Neutral
2024-02-15,Femenino,48,6898,2516,8.9,5,70,6,Feliz
2024-01-19,Masculino,29,4483,1949,7.5,1,67,9,Neutral
2024-04-03,Femenino,29,5321,2547,7.9,2,62,8,Feliz
2024-01-26,Femenino,57,14797,3144,4.8,5,69,10,Estresado
2024-05-28,Femenino,43,7694,2830,4.3,5,61,10,Relajado
2024-01-07,Masculino,46,6584,2743,8.6,3,63,1,Estresado
2024-03-09,Femenino,30,14892,3475,6.3,1,98,3,Relajado
2024-03-29,Femenino,51,4426,1882,8.5,2,79,3,Estresado
2024-06-05,Masculino,29,8014,3246,8.3,3,60,4,Relajado
2024-04-21,Femenino,38,4735,2789,5.4,4,72,8,Relajado
2024-02-06,Masculino,44,10662,2106,8.5,4,80,7,Relajado
2024-05-05,Femenino,62,11443,2061,7.6,2,73,5,Estresado
2024-01-01,Masculino,30,11881,3371,5.0,5,60,4,Estresado
2024-01-30,Femenino,41,9033,2359,6.6,2,76,10,Relajado
2024-06-26,Femenino,36,7990,2254,5.6,3,80,5,Feliz
2024-06-15,Femenino,48,4846,1883,7.4,1,64,10,Relajado
2024-03-12,Masculino,40,11952,2646,4.7,3,97,4,Feliz
2024-05-19,Masculino,31,14576,2957,8.2,1,72,9,Neutral
2024-03-31,Masculino,51,5767,3095,6.0,4,85,6,Relajado
2024-02-02,Femenino,19,10771,3446,8.8,4,76,2,Feliz
2024-05-06,Masculino,48,12434,2344,5.1,5,60,4,Feliz
2024-04-19,Masculino,51,11688,2494,5.7,2,79,6,Estresado
2024-01-03,Femenino,38,8696,2530,4.7,1,84,10,Relajado
2024-06-24,Masculino,35,6356,3320,7.3,1,67,2,Feliz
2024-01-12,Femenino,26,9361,3333,4.5,5,91,9,Estresado
2024-03-27,Femenino,53,13899,2578,4.1,2,99,6,Relajado
2024-06-06,Masculino,55,5729,2836,4.9,5,82,6,Feliz
2024-06-14,Masculino,41,10119,2537,5.5,5,60,4,Estresado
2024-02-03,Femenino,25,5171,2125,4.3,2,83,1,Neutral
2024-06-06,Masculino,39,12514,2855,7.8,3,80,8,Relajado
2024-05-20,Masculino,54,13043,2983,4.0,3,81,1,Neutral
2024-01-28,Masculino,28,4680,2491,8.4,4,99,10,Estresado
2024-02-12,Femenino,57,10109,2322,6.8,1,66,10,Neutral
2024-02-03,Femenino,38,10519,3338,8.1,4,74,9,Estresado
2024-06-12,Masculino,49,14467,2280,4.6,3,82,2,Estresado
2024-01-27,Masculino,46,8179,3103,4.8,2,79,1,Neutral
2024-04-22,Femenino,23,14852,2936,8.4,5,89,4,Neutral
2024-03-05,Masculino,27,14709,2795,7.8,2,61,7,Estresado
2024-02-21,Femenino,27,3258,2386,4.8,1,60,6,Neutral
2024-02-09,Femenino,19,14490,2358,8.1,5,82,2,Feliz
2024-01-16,Masculino,18,8966,3109,7.1,4,60,6,Neutral
2024-06-07,Masculino,23,7898,2719,5.1,4,94,3,Feliz
2024-06-08,Masculino,26,13126,3078,8.3,2,98,10,Neutral
2024-03-23,Masculino,30,11167,3243,6.4,1,77,9,Neutral
2024-03-19,Femenino,54,4068,2116,4.1,2,68,4,Feliz
2024-06-28,Femenino,60,10808,2354,8.9,1,91,10,Neutral
2024-05-19,Femenino,41,14720,3411,7.7,4,86,6,Feliz
2024-02-02,Femenino,51,12384,2920,8.2,4,97,7,Feliz
2024-01-20,Femenino,56,4204,3272,8.4,1,73,7,Feliz
2024-05-08,Masculino,28,5025,3343,7.4,2,98,10,Feliz
2024-01-09,Femenino,47,12511,2403,7.9,2,89,7,Neutral
2024-05-19,Femenino,57,13459,2454,6.0,2,80,9,Neutral
2024-04-07,Femenino,52,14820,2298,8.8,5,74,3,Feliz
2024-05-03,Masculino,23,13666,3093,4.1,5,64,1,Feliz
2024-03-26,Femenino,36,13626,2444,6.4,4,72,5,Neutral
2024-03-12,Masculino,30,7932,3425,7.1,2,93,10,Feliz
2024-04-27,Femenino,62,14909,2745,8.3,2,75,7,Feliz
2024-02-28,Masculino,26,13052,2974,6.7,2,94,8,Relajado
2024-05-24,Femenino,63,9089,2082,4.4,2,90,10,Estresado
2024-05-15,Femenino,26,4515,2098,4.9,3,83,5,Estresado
2024-03-17,Femenino,61,4529,2673,5.0,5,68,1,Estresado
2024-01-20,Femenino,39,3852,2357,6.4,1,80,2,Neutral
2024-01-11,Femenino,38,5480,3411,8.2,1,87,2,Relajado
2024-05-13,Masculino,25,14203,3086,8.3,2,61,10,Neutral
2024-03-15,Femenino,33,8440,2059,4.5,1,71,2,Relajado
2024-04-26,Masculino,59,11693,3225,5.4,1,68,5,Estresado
2024-01-01,Masculino,35,12515,2360,7.8,1,88,7,Feliz
2024-04-25,Masculino,61,4600,3466,6.9,3,82,3,Feliz
